Species2_eBird,Family2,Order2,Mass,Habitat,Habitat.Density,Trophic.Level,Trophic.Niche,Migration,Primary.Lifestyle,mu.beak.l.c,mu.beak.l.n,mu.beak.w,mu.beak.d,mu.tarsus.l,mu.hwi,mu.tail.l
Argya caudata,Leiotrichidae,Passeriformes,39.2,Shrubland,2,Omnivore,Omnivore,1,Terrestrial,18.689999999999998,12.287500000000001,3.9,5.390000000000001,25.3,11.2,107.4
Argya cinereifrons,Leiotrichidae,Passeriformes,70,Forest,1,Omnivore,Invertivore,1,Generalist,27.2,15.8125,4.92,7.69,37.91,8.4,104.4
Argya earlei,Leiotrichidae,Passeriformes,47,Wetland,3,Carnivore,Invertivore,1,Generalist,21.62,13.5,4.109999999999999,5.8,30.509999999999998,10.8,111.4
Argya fulva,Leiotrichidae,Passeriformes,61.4,Shrubland,3,Omnivore,Invertivore,1,Generalist,23.2125,14.4,4.4875,6.3,28.6125,11.6,125.225
Argya gularis,Leiotrichidae,Passeriformes,45.5,Shrubland,2,Carnivore,Invertivore,1,Terrestrial,21.4,12.8875,4.02,6.12,28.71,9.1125,149.6
Argya huttoni,Leiotrichidae,Passeriformes,39.2,Shrubland,2,Omnivore,Omnivore,1,Terrestrial,20.5,13.3,4.2875,5.824999999999999,26.4875,11.8,107.225
Argya longirostris,Leiotrichidae,Passeriformes,35,Grassland,3,Carnivore,Invertivore,1,Terrestrial,20.9,12.9875,3.58,5.71,27.990000000000002,6.8,110.8
Argya malcolmi,Leiotrichidae,Passeriformes,75.7,Shrubland,2,Carnivore,Invertivore,1,Generalist,21.21,13.412500000000001,4.59,7.609999999999999,31.5,15.3875,136.6
Argya rubiginosa,Leiotrichidae,Passeriformes,40.6,Shrubland,2,Carnivore,Invertivore,1,Terrestrial,19.99375,11.287500000000001,3.625,5.5,27.183333333333334,6.9944444444444445,101.89444444444445
Argya rufescens,Leiotrichidae,Passeriformes,64.5,Forest,2,Carnivore,Invertivore,1,Insessorial,22.9,12.4875,4.71,7.380000000000001,32.71,7.574999999999999,115.2
Argya squamiceps,Leiotrichidae,Passeriformes,72.9,Shrubland,3,Carnivore,Invertivore,1,Generalist,25.4,15.4875,4.21,6.9,30.71,12.087499999999999,143.2
Argya striata,Leiotrichidae,Passeriformes,66,Woodland,2,Omnivore,Omnivore,1,Generalist,24.29,14.775,4.8100000000000005,7.48,32.42,9.4875,101.4
Argya subrufa,Leiotrichidae,Passeriformes,66.7,Shrubland,2,Carnivore,Invertivore,1,Generalist,20.39,12.1,4.59,7.09,32.3,7.025,112.6
Arizelocichla chlorigula,Pycnonotidae,Passeriformes,34.5,Forest,1,Herbivore,Frugivore,1,Insessorial,17.775,9.0125,3.875,4.7125,23.6125,14.925,90
Arizelocichla fusciceps,Pycnonotidae,Passeriformes,34.5,Forest,1,Herbivore,Frugivore,1,Insessorial,17.8,9.7,4.2125,4.675000000000001,22.5125,14.587499999999999,89.5
Arizelocichla masukuensis,Pycnonotidae,Passeriformes,26.8,Forest,1,Omnivore,Invertivore,1,Insessorial,15.098529411764705,7.6066666666666665,3.788333333333333,3.7133333333333334,20.78970588235294,17.711764705882352,78.68823529411765
Arizelocichla milanjensis,Pycnonotidae,Passeriformes,37.4,Forest,2,Omnivore,Omnivore,1,Insessorial,19.916666666666664,10.475925925925926,4.3,5,22.887931034482758,15.981666666666666,90.31935483870967
Arizelocichla montana,Pycnonotidae,Passeriformes,32.6,Forest,1,Herbivore,Frugivore,1,Insessorial,17.189999999999998,8.712499999999999,4.01,4.220000000000001,21.11,10.6125,83.2
Arizelocichla neumanni,Pycnonotidae,Passeriformes,34.5,Forest,1,Herbivore,Frugivore,1,Insessorial,19.875,10.6875,4.9,5.5,24.375,16.1,95.775
Arizelocichla nigriceps,Pycnonotidae,Passeriformes,34.5,Forest,1,Herbivore,Frugivore,1,Insessorial,17.975,8.808333333333334,4.1125,4.620833333333334,22.505,13.9225,84.5125
Arizelocichla tephrolaema,Pycnonotidae,Passeriformes,38.3,Forest,1,Herbivore,Frugivore,1,Insessorial,17.1875,9.1875,3.8,4.175000000000001,19.8,15.287500000000001,73.2
Arremon abeillei,Passerellidae,Passeriformes,25.9,Woodland,2,Herbivore,Omnivore,1,Generalist,16.8125,10.9875,5.6875,8.1875,24.0875,10.6125,59.775
Arremon assimilis,Passerellidae,Passeriformes,39,Forest,1,Omnivore,Omnivore,1,Generalist,18.577272727272728,11.8875,6.2875,7.28125,27.8,8.811111111111112,84.915
Arremon atricapillus,Passerellidae,Passeriformes,44.6,Forest,1,Omnivore,Omnivore,1,Generalist,18.8,11.7,6.324999999999999,8.712499999999999,28.575000000000003,9.087499999999999,85.5
Arremon aurantiirostris,Passerellidae,Passeriformes,34.5,Forest,1,Herbivore,Omnivore,1,Insessorial,16,10.896153846153847,6.587037037037037,8.514814814814816,25.484848484848484,11.303846153846155,66.38939393939394
Arremon basilicus,Passerellidae,Passeriformes,42,Forest,1,Omnivore,Omnivore,1,Generalist,18.9,10.7,6.1,7.2,32.2,9.8,85.7
Arremon brunneinucha,Passerellidae,Passeriformes,44,Forest,1,Omnivore,Invertivore,1,Generalist,19.486486486486484,11.811764705882354,6.116666666666667,7.396341463414634,28.803061224489795,9.1,84.6888888888889
Arremon castaneiceps,Passerellidae,Passeriformes,36.9,Forest,1,Omnivore,Omnivore,1,Generalist,21.11,11.31,6.79,8.01,28.02,9.42,63
Arremon costaricensis,Passerellidae,Passeriformes,42,Forest,1,Omnivore,Omnivore,1,Generalist,18.9,10.7,6.1,7.2,32.2,9.8,85.7
Arremon crassirostris,Passerellidae,Passeriformes,38.7,Forest,1,Carnivore,Invertivore,1,Generalist,15.21,9.425,5.880000000000001,8.02,24.7,12,56.2
Arremon dorbignii,Passerellidae,Passeriformes,26.1,Forest,1,Herbivore,Omnivore,1,Insessorial,15.225,9.9,4.7,7.6,24.608333333333334,10.325,66.81666666666666
Arremon flavirostris,Passerellidae,Passeriformes,26.1,Forest,1,Herbivore,Omnivore,1,Insessorial,15.175,9.9,5.6875,7.4,25.0875,6.875,64.775
Arremon franciscanus,Passerellidae,Passeriformes,24.9,Shrubland,2,Herbivore,Omnivore,1,Insessorial,16.5,10.1875,5.1125,7.4125,21.1875,10.575,66.6
Arremon perijanus,Passerellidae,Passeriformes,42,Forest,1,Omnivore,Omnivore,1,Generalist,18.9,10.7,6.1,7.2,32.2,9.8,85.7
Arremon phaeopleurus,Passerellidae,Passeriformes,42,Forest,1,Omnivore,Omnivore,1,Generalist,18.9,10.7,6.1,7.2,32.2,9.8,85.7
Arremon phygas,Passerellidae,Passeriformes,42,Forest,1,Omnivore,Omnivore,1,Generalist,18.9,10.7,6.1,7.2,32.2,9.8,85.7
Arremon schlegeli,Passerellidae,Passeriformes,27.7,Woodland,2,Herbivore,Omnivore,1,Insessorial,16.92,10.712499999999999,5.2,8.19,24.2,9,61.4
Arremon semitorquatus,Passerellidae,Passeriformes,25,Forest,1,Herbivore,Omnivore,1,Insessorial,15.225,9.425,5.699999999999999,7.675000000000001,25.225,6.1,70.5
Arremon taciturnus,Passerellidae,Passeriformes,24.8,Forest,1,Herbivore,Omnivore,1,Insessorial,14.61190476190476,10.015789473684212,5.510526315789473,7.285714285714286,23.794642857142858,10.88409090909091,61.31785714285714
Arremon torquatus,Passerellidae,Passeriformes,42,Forest,1,Omnivore,Omnivore,1,Generalist,18.897727272727273,10.7,6.109090909090909,7.175000000000001,32.223076923076924,9.785416666666666,85.69800000000001
Arremon virenticeps,Passerellidae,Passeriformes,41,Forest,1,Omnivore,Omnivore,1,Generalist,17.814285714285717,11.292857142857144,5.178571428571429,7.385714285714286,27.385714285714286,10.992857142857144,93.91428571428571
Arremonops chloronotus,Passerellidae,Passeriformes,27.4,Forest,1,Herbivore,Omnivore,1,Generalist,15.885714285714286,10.092857142857142,5.6,7.9,23.785714285714285,6.814285714285714,57.121428571428574
Arremonops conirostris,Passerellidae,Passeriformes,35.9,Forest,2,Omnivore,Omnivore,1,Terrestrial,18.005555555555553,11.681578947368422,6.210526315789474,8.4815789473684209,28.089473684210525,8.175,67.61315789473684
Arremonops rufivirgatus,Passerellidae,Passeriformes,22.4,Woodland,2,Omnivore,Omnivore,1,Generalist,15.3,9.507142857142856,5,6.878571428571429,23.892857142857142,8.6,62.121428571428574
Arremonops tocuyensis,Passerellidae,Passeriformes,29.4,Woodland,2,Omnivore,Omnivore,1,Generalist,15.116666666666667,9.7,4.083333333333333,6.383333333333333,21.4,6.816666666666666,50.483333333333334
Arses insularis,Monarchidae,Passeriformes,19.3,Forest,1,Carnivore,Invertivore,1,Insessorial,16.810000000000002,8.6125,5.285,4.09,17.6,14.684999999999999,67.9
Arses kaupi,Monarchidae,Passeriformes,13.5,Forest,1,Carnivore,Invertivore,1,Insessorial,14.51,7,4.390000000000001,3.605,19.01875,19.0125,76.4
Arses lorealis,Monarchidae,Passeriformes,13.7,Forest,1,Carnivore,Invertivore,1,Insessorial,15.790000000000001,8.0125,5.085,3.885,18.72,17.395,70.2
Arses telescopthalmus,Monarchidae,Passeriformes,15.3,Forest,1,Carnivore,Invertivore,1,Insessorial,16.610714285714288,7.8125,5.196428571428571,4.0928571428571425,18.082142857142856,16.18,69.98214285714286
Artamella viridis,Vangidae,Passeriformes,48.8,Forest,1,Carnivore,Invertivore,1,Insessorial,25.51875,14.8,6.206250000000001,8.58125,26.225,18.5,69.5
Artamus cinereus,Artamidae,Passeriformes,35.6,Woodland,2,Carnivore,Invertivore,1,Aerial,21.023529411764706,13.425,6.017647058823529,6.984375,22.322727272727274,37.705,67.70294117647059
Artamus cyanopterus,Artamidae,Passeriformes,34.6,Woodland,2,Carnivore,Invertivore,1,Aerial,19.079166666666666,10.675,5.9,6.8875,19.277272727272727,45.004999999999995,69.18333333333334
Artamus fuscus,Artamidae,Passeriformes,39.8,Woodland,2,Carnivore,Invertivore,1,Aerial,20.88125,13.425,7.415625,7.8875,17.375,48.38214285714285,54.91875
Artamus insignis,Artamidae,Passeriformes,51.3,Forest,1,Carnivore,Invertivore,1,Aerial,28.4,17.0875,8.78888888888889,9.811111111111112,20.105555555555554,44.0125,63.31666666666666
Artamus leucorynchus,Artamidae,Passeriformes,41.7,Woodland,2,Carnivore,Invertivore,1,Aerial,22.07941176470588,14.7,8.308823529411764,8.322222222222223,18.404166666666665,44.775,59
Artamus maximus,Artamidae,Passeriformes,58.2,Forest,2,Carnivore,Invertivore,1,Aerial,26.185000000000002,16.6,9.379999999999999,9.8,19.485,47.485,66
Artamus mentalis,Artamidae,Passeriformes,41.9,Woodland,3,Carnivore,Invertivore,1,Aerial,24.6,15.4125,8.8125,8.6875,18.125,43.525,66.8875
Artamus minor,Artamidae,Passeriformes,16,Woodland,2,Carnivore,Invertivore,1,Aerial,14.5125,8.1875,5.6875,4.893750000000001,14.418181818181818,45.120000000000005,56.08125
Artamus monachus,Artamidae,Passeriformes,51.3,Forest,1,Carnivore,Invertivore,1,Aerial,29.618181818181817,20.0875,11.177272727272726,11.281818181818181,19.69090909090909,42.68333333333334,72.61818181818182
Artamus personatus,Artamidae,Passeriformes,34.6,Woodland,2,Carnivore,Invertivore,1,Aerial,22.58888888888889,13.8,5.622222222222222,6.388888888888889,19.706249999999997,43.40714285714286,71.57777777777778
Artamus superciliosus,Artamidae,Passeriformes,35.5,Woodland,2,Carnivore,Invertivore,3,Aerial,22.895833333333332,12.787500000000001,5.808333333333334,6.308333333333334,20.485,43.8125,74.09166666666667
Artemisiospiza belli,Passerellidae,Passeriformes,17,Shrubland,2,Herbivore,Granivore,3,Terrestrial,11.015384615384615,7.379166666666666,4.003846153846154,5.392307692307693,20.31923076923077,16.808333333333334,68
Artemisiospiza nevadensis,Passerellidae,Passeriformes,18.5,Shrubland,2,Herbivore,Granivore,3,Terrestrial,12.925,8.2,5,5.5,21.5,19,74
Artisornis metopias,Cisticolidae,Passeriformes,8.4,Forest,1,Carnivore,Invertivore,1,Insessorial,14.524000000000001,7.377083333333333,2.6980000000000004,2.2874999999999996,21.805,8.792105263157895,39.88478260869565
Artisornis moreaui,Cisticolidae,Passeriformes,9.2,Forest,1,Carnivore,Invertivore,1,Insessorial,16.884375,8.821875,2.915625,2.7125000000000004,17.875,10.9125,52.41875
Arundinax aedon,Acrocephalidae,Passeriformes,22.4,Shrubland,3,Carnivore,Invertivore,3,Insessorial,17.79,10.775,4.9,5.119999999999999,26.02,21.6,78.6
Arundinicola leucocephala,Tyrannidae,Passeriformes,13.8,Wetland,3,Carnivore,Invertivore,1,Insessorial,17.02,11.5,5.7875,5,16.89,13.31,46.91
Asarcornis scutulata,Anatidae,Anseriformes,2937.4,Wetland,3,Omnivore,Omnivore,1,Aquatic,65.09,43.525,22.909999999999997,18.490000000000002,53.89,36.625,119.6
Asemospiza fuliginosa,Thraupidae,Passeriformes,13.3,Shrubland,2,Herbivore,Granivore,2,Insessorial,12.192857142857143,7.79,6,7.5,15.592857142857142,17.88,43.878571428571426
Asemospiza obscura,Thraupidae,Passeriformes,11.2,Shrubland,2,Herbivore,Granivore,2,Terrestrial,10.395454545454545,5.4,4.79,5.779999999999999,17.277272727272727,14.7,42.3
Ashbyia lovensis,Meliphagidae,Passeriformes,17.5,Desert,3,Carnivore,Invertivore,2,Terrestrial,13.885000000000002,8.087499999999999,3.0949999999999998,3.6100000000000003,20.59166666666667,21,39.7
Asio abyssinicus,Strigidae,Strigiformes,322.5,Forest,2,Carnivore,Vertivore,1,Aerial,35.3125,16.2875,8.925,14.287500000000001,57.6125,40.287499999999994,162.775
Asio capensis,Strigidae,Strigiformes,334,Grassland,3,Carnivore,Vertivore,1,Generalist,28.1,14.712499999999999,9.68,13.412500000000001,50.9,40.225,140.775
Asio clamator,Strigidae,Strigiformes,443.3,Grassland,2,Carnivore,Vertivore,1,Aerial,32.917857142857144,18.61875,10.4,17.485714285714288,46.09285714285714,19.316666666666666,135.57857142857142
Asio flammeus,Strigidae,Strigiformes,322.6,Grassland,3,Carnivore,Vertivore,3,Aerial,27.28,13.712499999999999,9.0125,12.9875,42.5,47.4875,146.5
Asio grammicus,Strigidae,Strigiformes,335,Forest,2,Carnivore,Invertivore,1,Insessorial,30.42,16.3875,10.120000000000001,15.52,40.58,24.875,115.8
Asio madagascariensis,Strigidae,Strigiformes,322.5,Forest,1,Carnivore,Vertivore,1,Aerial,33.6,18.6,11.425,17.1875,42.712500000000006,31.1,147
Asio otus,Strigidae,Strigiformes,296.6,Forest,2,Carnivore,Vertivore,2,Aerial,28.277272727272727,14.915,8.786363636363637,12.483333333333334,40.10454545454546,41.19,137
Asio solomonensis,Strigidae,Strigiformes,1155,Forest,1,Carnivore,Vertivore,1,Insessorial,45.91666666666667,24.2,13.5,22.116666666666667,58.4,22.916666666666664,123.8
Asio stygius,Strigidae,Strigiformes,565,Forest,1,Carnivore,Vertivore,1,Insessorial,41.8,20.3,9.908333333333333,17.1,42.49166666666667,41.587500000000006,173.68333333333334
Aspatha gularis,Momotidae,Coraciiformes,62.7,Forest,2,Carnivore,Invertivore,1,Insessorial,30.72,19.975,8.7,8.8,23.38,17.3,138.8
Asthenes anthoides,Furnariidae,Passeriformes,22.3,Grassland,3,Carnivore,Invertivore,1,Terrestrial,15.780000000000001,9.316666666666666,2.8049999999999997,3.415,21.285,15.983333333333334,68.6
Asthenes ayacuchensis,Furnariidae,Passeriformes,20.2,Grassland,2,Carnivore,Invertivore,1,Insessorial,13.9,9.583333333333332,2.9,3.4166666666666665,23.883333333333333,11,98.5
Asthenes baeri,Furnariidae,Passeriformes,17.8,Shrubland,3,Carnivore,Invertivore,1,Insessorial,12.48,7.793749999999999,2.6833333333333336,3.775,19.083333333333336,12.287500000000001,66.6
Asthenes berlepschi,Furnariidae,Passeriformes,67,Shrubland,2,Carnivore,Invertivore,1,Terrestrial,16.9,10.675,3,4.2,23.424999999999997,10.583333333333332,72.975
Asthenes coryi,Furnariidae,Passeriformes,16.8,Grassland,2,Carnivore,Invertivore,1,Insessorial,15.175,9.007142857142856,2.7928571428571427,3.4,21.892857142857142,11.907142857142858,84
Asthenes dorbignyi,Furnariidae,Passeriformes,15.9,Shrubland,2,Omnivore,Invertivore,1,Terrestrial,14.723076923076922,9.306000000000001,2.9846153846153847,3.8133333333333335,23.095,12.396428571428572,72.7175
Asthenes flammulata,Furnariidae,Passeriformes,22.5,Grassland,3,Carnivore,Invertivore,1,Generalist,16.883333333333333,9.817857142857143,3.09,3.775,24.606250000000003,9.6,71.3
Asthenes fuliginosa,Furnariidae,Passeriformes,18.3,Grassland,2,Carnivore,Invertivore,1,Insessorial,13.92,8.995833333333334,2.8807692307692307,3.3807692307692307,23.823076923076925,12.575,106.2
Asthenes griseomurina,Furnariidae,Passeriformes,17.6,Grassland,2,Carnivore,Invertivore,1,Insessorial,14.383333333333333,9.107142857142858,3.092857142857143,3.392857142857143,24.607142857142858,10.221428571428572,107.31666666666666
Asthenes harterti,Furnariidae,Passeriformes,12.9,Grassland,2,Carnivore,Invertivore,1,Insessorial,15.2,9.287500000000001,2.775,3.2227272727272727,22.486363636363635,12.8,100.81666666666666
Asthenes helleri,Furnariidae,Passeriformes,15.3,Grassland,2,Carnivore,Invertivore,1,Insessorial,15.277777777777779,8.823076923076924,2.5115384615384615,3.176923076923077,22.984615384615385,12.325,97
Asthenes heterura,Furnariidae,Passeriformes,13.5,Shrubland,3,Carnivore,Invertivore,1,Terrestrial,13.925,8.414285714285715,2.6,3.1875,21.1125,13.7125,88.7875
Asthenes hudsoni,Furnariidae,Passeriformes,19,Grassland,3,Carnivore,Invertivore,1,Generalist,18.32,11.521428571428572,3.2125000000000004,4.324999999999999,24.09375,15.79,74
Asthenes humilis,Furnariidae,Passeriformes,21,Grassland,3,Carnivore,Invertivore,2,Terrestrial,17.38,10.3875,3.022222222222222,3.8807692307692307,25.896428571428572,10.907692307692308,68.5
Asthenes luizae,Furnariidae,Passeriformes,28,Shrubland,3,Carnivore,Invertivore,1,Terrestrial,14.4,10.5,2.5,4.4,24.2,11.3,86.5
Asthenes maculicauda,Furnariidae,Passeriformes,19,Grassland,3,Carnivore,Invertivore,1,Generalist,16.6,8.587499999999999,2.8875,3.71875,22.99375,10.09375,82.6
Asthenes modesta,Furnariidae,Passeriformes,16.8,Grassland,3,Carnivore,Invertivore,1,Terrestrial,15.98,10.12142857142857,2.7,3.5875000000000004,23.025,11.3,73.21111111111111
Asthenes moreirae,Furnariidae,Passeriformes,10.5,Shrubland,3,Carnivore,Invertivore,1,Insessorial,13.7,9.9,2.82,3.1,23.11,10.620000000000001,106.5
Asthenes ottonis,Furnariidae,Passeriformes,13,Shrubland,3,Carnivore,Invertivore,1,Generalist,14.02,8.485714285714286,2.6,3.30625,21.483333333333334,11.278571428571428,99.7
Asthenes palpebralis,Furnariidae,Passeriformes,17,Grassland,3,Carnivore,Invertivore,1,Insessorial,16.125,9.5,2.8833333333333333,3.3166666666666664,24.09166666666667,11.383333333333333,114
Asthenes perijana,Furnariidae,Passeriformes,18.3,Grassland,2,Carnivore,Invertivore,1,Insessorial,15.600000000000001,9.508333333333333,3,3.9833333333333334,22.616666666666667,11.92,110.00999999999999
Asthenes pudibunda,Furnariidae,Passeriformes,14.9,Shrubland,3,Carnivore,Invertivore,1,Insessorial,17.1,9.8,2.7142857142857144,3.2928571428571427,21.785714285714285,9.57857142857143,80.5
Asthenes pyrrholeuca,Furnariidae,Passeriformes,13.2,Shrubland,3,Carnivore,Invertivore,2,Insessorial,13.816666666666666,8.418181818181818,2.5083333333333333,2.9916666666666667,19.604166666666668,17.893749999999997,80
Asthenes sclateri,Furnariidae,Passeriformes,15.2,Grassland,3,Carnivore,Invertivore,1,Generalist,14.7,9.790909090909091,3.009090909090909,3.615,24.304545454545455,15.195,91.5
Asthenes urubambensis,Furnariidae,Passeriformes,16,Grassland,3,Carnivore,Invertivore,1,Insessorial,15.8,9.4,3,3.5125,25.3125,12.3875,87
Asthenes vilcabambae,Furnariidae,Passeriformes,20.2,Grassland,2,Carnivore,Invertivore,1,Insessorial,13.925,9.11,3.01,3.42,25.98,13.29,98.5
Asthenes virgata,Furnariidae,Passeriformes,22,Grassland,3,Carnivore,Invertivore,1,Generalist,17.1,9.707142857142856,3.2214285714285715,3.9785714285714286,24.59285714285714,8.321428571428573,89.28999999999999
Asthenes wyatti,Furnariidae,Passeriformes,15.2,Grassland,3,Carnivore,Invertivore,1,Generalist,16.9,10.077777777777778,2.815,3.52,24.09,12.28888888888889,69
Astrapia mayeri,Paradisaeidae,Passeriformes,139.3,Forest,1,Herbivore,Frugivore,1,Insessorial,30.424999999999997,16.28333333333333,5.91,7.505000000000001,40.30555555555556,9.577777777777778,698.9200000000001
Astrapia nigra,Paradisaeidae,Passeriformes,190,Forest,1,Omnivore,Frugivore,1,Insessorial,39.912499999999994,24.6,7.277777777777778,8.911111111111111,43.522222222222226,13.983333333333334,488.7888888888889
Astrapia rothschildi,Paradisaeidae,Passeriformes,181.4,Forest,1,Omnivore,Frugivore,1,Insessorial,37.28125,22.0125,7.516666666666667,8.505555555555556,43.07777777777778,16.59375,421.225
Astrapia splendidissima,Paradisaeidae,Passeriformes,131.3,Forest,1,Herbivore,Frugivore,1,Insessorial,38.19090909090909,24.1875,7.390909090909091,8.186363636363636,37.595454545454544,10.722222222222221,171.39444444444445
Astrapia stephaniae,Paradisaeidae,Passeriformes,141.8,Forest,1,Herbivore,Frugivore,1,Insessorial,34.618750000000006,21.2125,6.00625,7.206250000000001,42.8875,11.6,572.3875
Atalotriccus pilaris,Tyrannidae,Passeriformes,6.8,Woodland,2,Carnivore,Invertivore,1,Insessorial,13.6125,6.3125,3.3875,2.6125,15.425,8.787500000000001,33.3875
Atelornis crossleyi,Brachypteraciidae,Coraciiformes,79,Forest,1,Carnivore,Invertivore,1,Terrestrial,28.378571428571426,17.8875,7.4,7.892857142857143,38.121428571428574,11.4,107
Atelornis pittoides,Brachypteraciidae,Coraciiformes,91.5,Forest,1,Carnivore,Invertivore,1,Terrestrial,32.1,21.3125,7.883333333333333,9.408333333333333,39.916666666666664,19.8125,110.31666666666666
Athene blewitti,Strigidae,Strigiformes,241,Woodland,2,Carnivore,Vertivore,1,Insessorial,20.016666666666666,13,8.683333333333334,14.175,24.083333333333336,23.21666666666667,68.31666666666666
Athene brama,Strigidae,Strigiformes,112,Human Modified,2,Carnivore,Invertivore,1,Insessorial,19.683333333333334,12.40625,7.522222222222222,11.287500000000001,25.583333333333336,29.225,74.225
Athene cunicularia,Strigidae,Strigiformes,150.6,Grassland,3,Carnivore,Vertivore,1,Generalist,24.09,15.524999999999999,7.890000000000001,13.7,43.42,28.3125,80.225
Athene noctua,Strigidae,Strigiformes,168.9,Human Modified,3,Carnivore,Omnivore,1,Insessorial,18.8,11.6,7.8100000000000005,11.3875,32.61,31.8125,74.225
Athene superciliaris,Strigidae,Strigiformes,231,Shrubland,2,Carnivore,Invertivore,1,Insessorial,25.424999999999997,16.7125,9.675,14.4875,36.1125,27.575000000000003,118.225
Atimastillas flavicollis,Pycnonotidae,Passeriformes,48.7,Shrubland,2,Herbivore,Frugivore,1,Insessorial,22.883333333333333,11.4,4.609999999999999,5.779999999999999,24.677777777777777,14.69375,98.21111111111111
Atlantisia rogersi,Rallidae,Gruiformes,39.3,Grassland,2,Omnivore,Omnivore,1,Terrestrial,21.2125,12.6875,2.6125,4.2,22.5125,0.2,28.5
Atlapetes albiceps,Passerellidae,Passeriformes,37,Woodland,2,Omnivore,Granivore,1,Generalist,16.8875,10.225,5.6125,7.7125,25.2875,10.1875,70.775
